Date,City,TAVG,TMAX,TMIN,Humidity (%),Precip (mm),Wind (km/h),Feels Like,Year,Month,Season
2019-01-15,Mumbai,29.2,30.9,25.6,40.1,0.4,7.8,27.6,2019,1,3
2019-01-15,Delhi,22.6,35.0,8.9,50.2,0.1,13.1,22.6,2019,1,3
2019-01-15,Bangalore,22.0,28.0,17.8,88.7,0.5,5.4,21.5,2019,1,3
2019-01-15,Chennai,26.9,31.9,23.3,62.0,1.0,7.7,27.1,2019,1,3
2019-01-15,Kolkata,27.6,33.8,21.9,60.7,0.4,10.7,26.9,2019,1,3
2019-01-16,Mumbai,30.7,33.9,25.6,77.4,1.1,18.5,30.0,2019,1,3
2019-01-16,Delhi,22.2,36.5,6.1,75.3,1.4,15.7,20.9,2019,1,3
2019-01-16,Bangalore,22.3,26.3,19.4,41.7,0.2,13.3,23.0,2019,1,3
2019-01-16,Chennai,29.0,33.1,24.4,65.3,1.8,8.0,29.8,2019,1,3
2019-01-16,Kolkata,27.5,33.0,21.8,61.9,1.6,15.8,25.8,2019,1,3
2019-01-17,Mumbai,27.5,30.6,24.3,53.2,1.3,17.9,28.7,2019,1,3
2019-01-17,Delhi,19.8,34.1,7.2,82.1,2.0,14.7,18.9,2019,1,3
2019-01-17,Bangalore,22.9,27.4,18.5,43.8,1.3,15.8,24.9,2019,1,3
2019-01-17,Chennai,29.7,34.3,25.4,62.0,0.1,15.9,29.7,2019,1,3
2019-01-17,Kolkata,27.1,35.8,19.7,64.7,0.4,19.0,26.6,2019,1,3
2019-01-18,Mumbai,28.0,32.9,23.2,77.9,0.4,11.5,27.4,2019,1,3
2019-01-18,Delhi,21.9,36.0,7.5,71.4,0.6,7.7,20.8,2019,1,3
2019-01-18,Bangalore,23.9,27.5,19.7,71.5,1.1,9.8,25.2,2019,1,3
2019-01-18,Chennai,28.1,32.1,23.7,79.1,0.5,10.2,27.4,2019,1,3
2019-01-18,Kolkata,25.1,32.7,18.5,69.5,1.2,18.2,25.7,2019,1,3
2019-01-19,Mumbai,26.9,31.8,23.1,80.3,0.1,10.0,27.1,2019,1,3
2019-01-19,Delhi,20.6,36.4,5.2,76.3,2.0,6.7,18.7,2019,1,3
2019-01-19,Bangalore,23.3,27.6,20.0,77.4,1.9,12.3,23.9,2019,1,3
2019-01-19,Chennai,27.9,31.8,24.5,44.9,0.6,10.1,28.5,2019,1,3
2019-01-19,Kolkata,27.6,34.4,19.9,56.3,0.0,13.4,29.0,2019,1,3
2019-01-20,Mumbai,29.5,32.8,24.6,78.7,0.0,14.0,30.7,2019,1,3
2019-01-20,Delhi,20.7,35.4,7.7,48.4,1.7,11.7,19.6,2019,1,3
2019-01-20,Bangalore,25.0,29.6,19.5,61.4,1.1,11.9,26.1,2019,1,3
2019-01-20,Chennai,27.7,32.4,24.0,51.4,0.5,11.1,27.4,2019,1,3
2019-01-20,Kolkata,27.9,34.2,20.5,88.7,1.3,5.5,29.2,2019,1,3
2019-01-21,Mumbai,27.9,30.8,25.5,77.1,0.6,10.1,29.6,2019,1,3
2019-01-21,Delhi,21.8,35.3,8.9,53.8,1.9,17.9,21.1,2019,1,3
2019-01-21,Bangalore,22.6,26.3,19.7,73.8,0.1,11.7,21.5,2019,1,3
2019-01-21,Chennai,28.8,32.9,26.0,56.6,1.0,8.4,29.1,2019,1,3
2019-01-21,Kolkata,26.6,34.2,19.3,80.7,1.0,8.4,26.9,2019,1,3
2019-01-22,Mumbai,28.6,31.8,25.6,45.3,0.6,6.8,28.3,2019,1,3
2019-01-22,Delhi,19.8,34.9,6.3,65.2,0.5,15.0,19.0,2019,1,3
2019-01-22,Bangalore,23.8,29.9,16.7,86.9,1.7,18.7,22.6,2019,1,3
2019-01-22,Chennai,27.3,31.1,23.7,70.1,1.0,13.2,27.3,2019,1,3
2019-01-22,Kolkata,28.6,35.3,20.1,70.7,0.4,14.4,29.1,2019,1,3
2019-01-23,Mumbai,27.1,30.4,24.7,77.5,0.9,11.6,26.7,2019,1,3
2019-01-23,Delhi,21.1,34.8,8.3,75.6,1.0,5.7,22.0,2019,1,3
2019-01-23,Bangalore,21.8,26.8,17.2,56.5,0.3,9.0,22.8,2019,1,3
2019-01-23,Chennai,28.7,33.7,22.5,72.9,0.6,7.3,30.2,2019,1,3
2019-01-23,Kolkata,27.1,34.0,20.2,75.6,0.1,17.3,27.6,2019,1,3
2019-01-24,Mumbai,28.7,32.1,25.1,86.2,0.9,10.4,29.1,2019,1,3
2019-01-24,Delhi,20.1,34.8,6.6,45.6,0.6,9.7,21.6,2019,1,3
2019-01-24,Bangalore,21.9,28.4,16.1,82.6,1.6,13.5,22.6,2019,1,3
2019-01-24,Chennai,27.3,31.7,24.9,40.0,1.5,18.6,27.1,2019,1,3
2019-01-24,Kolkata,27.2,35.0,18.8,60.2,0.9,19.3,29.2,2019,1,3
2019-01-25,Mumbai,28.9,30.7,27.0,48.2,1.1,8.4,27.7,2019,1,3
2019-01-25,Delhi,21.5,33.5,8.4,50.5,1.1,8.1,20.2,2019,1,3
2019-01-25,Bangalore,24.2,26.9,19.7,47.1,1.1,16.9,24.7,2019,1,3
2019-01-25,Chennai,28.1,32.5,23.3,52.8,1.0,18.3,27.8,2019,1,3
2019-01-25,Kolkata,26.3,33.1,19.9,79.6,1.8,12.3,27.4,2019,1,3
2019-01-26,Mumbai,27.8,30.5,26.8,43.5,1.0,17.2,28.9,2019,1,3
2019-01-26,Delhi,21.8,33.5,8.7,87.2,1.0,17.2,23.1,2019,1,3
2019-01-26,Bangalore,21.7,27.6,17.4,61.5,1.6,17.5,21.7,2019,1,3
2019-01-26,Chennai,28.8,33.4,23.7,79.6,1.5,17.3,28.3,2019,1,3
2019-01-26,Kolkata,26.9,33.9,20.8,64.3,0.4,16.0,27.9,2019,1,3
2019-01-27,Mumbai,28.0,33.2,23.8,47.9,1.3,16.6,26.6,2019,1,3
2019-01-27,Delhi,21.5,35.3,7.7,49.6,0.3,13.8,20.3,2019,1,3
2019-01-27,Bangalore,23.1,28.7,18.5,63.2,1.0,15.5,22.5,2019,1,3
2019-01-27,Chennai,27.9,31.3,25.7,62.2,1.2,19.3,27.4,2019,1,3
2019-01-27,Kolkata,26.6,33.4,18.4,62.0,1.0,16.1,27.2,2019,1,3
2019-01-28,Mumbai,28.1,30.6,25.1,58.7,1.9,7.3,28.1,2019,1,3
2019-01-28,Delhi,20.7,34.1,8.3,62.6,0.9,10.3,21.4,2019,1,3
2019-01-28,Bangalore,25.6,29.9,19.6,41.0,0.2,15.7,26.0,2019,1,3
2019-01-28,Chennai,28.4,32.1,24.8,89.9,1.4,12.6,28.9,2019,1,3
2019-01-28,Kolkata,27.5,33.7,20.7,77.7,1.5,5.6,26.8,2019,1,3
2019-01-29,Mumbai,28.0,30.3,25.3,64.3,1.0,17.5,29.8,2019,1,3
2019-01-29,Delhi,21.5,36.0,6.3,55.6,1.7,8.3,21.0,2019,1,3
2019-01-29,Bangalore,22.3,26.0,18.7,45.7,1.0,7.4,21.9,2019,1,3
2019-01-29,Chennai,29.7,33.6,25.0,76.2,1.1,8.3,30.1,2019,1,3
2019-01-29,Kolkata,25.9,32.1,18.1,41.9,1.6,8.4,24.0,2019,1,3
2019-01-30,Mumbai,29.8,32.8,25.9,79.2,0.4,9.9,30.2,2019,1,3
2019-01-30,Delhi,20.4,35.5,5.5,43.4,1.1,5.2,19.4,2019,1,3
2019-01-30,Bangalore,23.4,26.3,19.6,82.0,1.8,19.1,21.6,2019,1,3
2019-01-30,Chennai,27.2,31.0,23.2,88.2,0.1,15.0,28.4,2019,1,3
2019-01-30,Kolkata,27.7,35.2,21.0,56.4,1.3,19.8,28.0,2019,1,3
2019-01-31,Mumbai,29.4,33.7,25.8,85.7,0.3,10.7,28.2,2019,1,3
2019-01-31,Delhi,20.5,34.7,6.2,48.1,0.5,10.9,20.2,2019,1,3
2019-01-31,Bangalore,21.3,27.4,17.0,88.3,1.6,7.3,23.1,2019,1,3
2019-01-31,Chennai,29.0,31.9,24.7,71.0,1.5,7.0,29.6,2019,1,3
2019-01-31,Kolkata,26.5,34.2,20.7,64.5,1.6,8.0,25.4,2019,1,3
2019-02-01,Mumbai,27.2,30.6,25.3,52.5,0.3,14.4,28.6,2019,2,3
2019-02-01,Delhi,27.8,36.4,20.2,56.0,0.7,6.2,29.3,2019,2,3
2019-02-01,Bangalore,24.0,29.8,19.4,79.7,0.0,16.1,22.4,2019,2,3
2019-02-01,Chennai,27.5,33.1,22.8,46.6,0.3,7.2,29.1,2019,2,3
2019-02-01,Kolkata,27.0,32.8,22.0,63.8,1.7,14.1,26.2,2019,2,3
2019-02-02,Mumbai,28.0,31.3,26.3,54.0,1.4,6.3,26.4,2019,2,3
2019-02-02,Delhi,28.3,36.2,19.8,40.7,2.0,9.5,28.5,2019,2,3
2019-02-02,Bangalore,23.0,28.4,19.1,47.7,1.1,7.1,22.0,2019,2,3
2019-02-02,Chennai,28.9,32.6,23.3,40.6,0.3,10.2,27.8,2019,2,3
2019-02-02,Kolkata,24.8,32.4,18.3,66.6,0.3,14.9,22.8,2019,2,3
2019-02-03,Mumbai,27.4,32.1,23.5,56.2,1.7,7.0,26.0,2019,2,3
2019-02-03,Delhi,27.0,35.2,18.3,62.4,0.3,19.3,28.4,2019,2,3
2019-02-03,Bangalore,24.5,29.5,19.4,53.7,0.6,19.1,23.8,2019,2,3
2019-02-03,Chennai,29.8,34.3,24.8,89.1,0.9,7.2,29.1,2019,2,3
2019-02-03,Kolkata,28.4,33.9,21.3,85.1,0.4,10.9,26.8,2019,2,3
2019-02-04,Mumbai,30.3,32.7,26.6,46.2,0.2,10.6,30.6,2019,2,3
2019-02-04,Delhi,28.2,33.3,21.6,69.2,1.2,15.5,27.6,2019,2,3
2019-02-04,Bangalore,24.6,29.2,18.2,56.1,0.2,17.3,25.5,2019,2,3
2019-02-04,Chennai,27.6,31.5,23.5,81.8,1.5,12.0,28.5,2019,2,3
2019-02-04,Kolkata,28.6,35.8,20.1,49.9,1.8,12.6,29.7,2019,2,3
2019-02-05,Mumbai,28.1,30.0,24.3,46.0,1.8,11.2,26.4,2019,2,3
2019-02-05,Delhi,26.2,33.2,19.1,49.5,1.9,6.5,25.7,2019,2,3
2019-02-05,Bangalore,23.6,29.6,17.0,52.6,1.8,17.0,22.6,2019,2,3
2019-02-05,Chennai,28.3,33.1,24.1,66.4,0.8,9.4,30.1,2019,2,3
2019-02-05,Kolkata,27.0,34.0,18.4,60.7,0.3,19.8,27.9,2019,2,3
2019-02-06,Mumbai,28.7,32.1,24.2,59.5,0.3,19.3,28.6,2019,2,3
2019-02-06,Delhi,28.5,36.4,20.7,61.4,1.0,6.0,28.1,2019,2,3
2019-02-06,Bangalore,23.6,28.0,19.6,67.3,0.2,12.9,24.9,2019,2,3
2019-02-06,Chennai,30.0,34.0,25.2,53.6,1.6,7.5,30.3,2019,2,3
2019-02-06,Kolkata,29.2,35.8,21.0,42.9,1.8,9.0,29.0,2019,2,3
2019-02-07,Mumbai,28.1,31.3,25.8,47.4,1.2,5.2,26.1,2019,2,3
2019-02-07,Delhi,27.9,34.8,21.5,42.2,0.5,17.9,29.6,2019,2,3
2019-02-07,Bangalore,22.9,30.0,16.3,46.5,2.0,14.8,22.4,2019,2,3
2019-02-07,Chennai,28.4,33.8,24.5,66.8,0.1,16.4,27.6,2019,2,3
2019-02-07,Kolkata,26.7,32.5,20.5,52.2,1.9,14.8,25.4,2019,2,3
2019-02-08,Mumbai,27.9,31.7,24.0,87.4,1.5,8.2,28.4,2019,2,3
2019-02-08,Delhi,29.5,36.4,21.0,85.1,0.2,9.3,28.1,2019,2,3
2019-02-08,Bangalore,22.7,26.4,18.6,69.6,1.8,5.5,22.4,2019,2,3
2019-02-08,Chennai,29.9,34.1,24.7,42.8,1.2,14.0,28.1,2019,2,3
2019-02-08,Kolkata,28.8,35.1,20.5,78.3,1.5,9.6,29.1,2019,2,3
2019-02-09,Mumbai,28.0,32.1,25.2,41.5,2.0,6.2,27.9,2019,2,3
2019-02-09,Delhi,26.9,35.8,18.5,76.1,1.8,6.9,25.1,2019,2,3
2019-02-09,Bangalore,21.6,27.3,16.1,52.8,0.4,18.6,21.1,2019,2,3
2019-02-09,Chennai,28.7,33.3,25.8,51.7,2.0,15.9,30.2,2019,2,3
2019-02-09,Kolkata,25.9,32.1,18.5,51.7,0.7,14.8,25.7,2019,2,3
2019-02-10,Mumbai,29.0,31.7,25.6,67.3,0.2,15.5,28.9,2019,2,3
2019-02-10,Delhi,27.9,35.7,20.0,90.0,0.1,9.0,27.7,2019,2,3
2019-02-10,Bangalore,24.4,29.4,19.5,83.7,1.9,10.5,22.5,2019,2,3
2019-02-10,Chennai,28.3,32.6,25.8,68.0,0.4,5.2,28.6,2019,2,3
2019-02-10,Kolkata,27.8,34.9,20.4,59.8,1.0,14.2,29.2,2019,2,3
2019-02-11,Mumbai,28.6,32.2,24.2,72.8,0.4,19.4,29.5,2019,2,3
2019-02-11,Delhi,27.9,36.1,18.3,41.1,1.9,10.3,27.0,2019,2,3
2019-02-11,Bangalore,21.9,26.5,17.7,71.5,0.8,9.5,22.8,2019,2,3
2019-02-11,Chennai,28.0,33.2,22.8,74.5,1.6,7.7,29.4,2019,2,3
2019-02-11,Kolkata,26.7,34.4,19.9,83.5,0.2,7.2,28.6,2019,2,3
2019-02-12,Mumbai,28.6,33.7,24.8,78.5,1.7,17.1,29.3,2019,2,3
2019-02-12,Delhi,27.7,33.7,20.9,43.0,1.4,14.8,28.4,2019,2,3
2019-02-12,Bangalore,22.3,26.5,19.0,58.7,1.7,14.1,22.4,2019,2,3
2019-02-12,Chennai,27.9,32.1,24.7,54.7,1.6,18.0,27.3,2019,2,3
2019-02-12,Kolkata,27.3,32.9,20.2,42.1,0.9,10.2,28.1,2019,2,3
2019-02-13,Mumbai,28.9,33.5,24.5,46.7,0.8,14.0,27.5,2019,2,3
2019-02-13,Delhi,27.6,33.6,20.2,87.9,0.6,17.4,27.3,2019,2,3
2019-02-13,Bangalore,22.8,27.1,19.9,81.3,1.4,14.7,21.8,2019,2,3
2019-02-13,Chennai,29.0,32.8,23.3,60.9,0.5,12.4,29.5,2019,2,3
2019-02-13,Kolkata,27.2,33.7,20.7,42.4,0.3,14.4,27.4,2019,2,3
2019-02-14,Mumbai,27.9,31.6,24.1,60.9,0.7,8.7,27.6,2019,2,3
2019-02-14,Delhi,27.7,36.0,19.7,50.1,1.1,9.6,27.5,2019,2,3
2019-02-14,Bangalore,21.9,27.5,17.9,72.7,2.0,18.6,22.9,2019,2,3
2019-02-14,Chennai,29.5,34.5,23.5,74.0,0.6,18.9,31.5,2019,2,3
2019-02-14,Kolkata,27.0,35.3,20.6,43.0,0.2,11.0,28.6,2019,2,3
2019-02-15,Mumbai,26.4,30.4,24.0,84.3,1.1,12.0,26.1,2019,2,3
2019-02-15,Delhi,26.4,34.5,19.2,89.1,1.1,7.7,26.2,2019,2,3
2019-02-15,Bangalore,22.8,27.4,18.9,62.0,1.2,12.6,22.0,2019,2,3
2019-02-15,Chennai,27.5,33.2,23.1,84.1,0.1,11.5,27.8,2019,2,3
2019-02-15,Kolkata,28.4,33.7,21.3,69.1,1.2,18.3,26.6,2019,2,3
2019-02-16,Mumbai,29.4,33.3,26.6,80.9,1.8,7.4,29.6,2019,2,3
2019-02-16,Delhi,27.6,35.1,19.1,60.7,1.6,9.3,27.4,2019,2,3
2019-02-16,Bangalore,22.7,26.8,17.2,62.9,1.4,6.6,24.0,2019,2,3
2019-02-16,Chennai,30.0,33.7,25.9,60.6,1.2,5.1,28.8,2019,2,3
2019-02-16,Kolkata,27.1,34.6,21.0,66.9,0.0,11.5,26.7,2019,2,3
2019-02-17,Mumbai,29.3,32.3,25.4,78.0,0.1,19.7,28.3,2019,2,3
2019-02-17,Delhi,28.5,35.4,20.7,67.9,1.1,7.4,29.0,2019,2,3
2019-02-17,Bangalore,22.3,26.4,19.2,61.4,1.9,5.9,24.1,2019,2,3
2019-02-17,Chennai,28.0,33.3,22.9,66.6,1.2,7.4,27.0,2019,2,3
2019-02-17,Kolkata,27.2,33.9,20.9,43.2,1.9,10.4,27.7,2019,2,3
2019-02-18,Mumbai,28.5,31.7,25.0,59.9,1.6,15.3,30.3,2019,2,3
2019-02-18,Delhi,27.6,35.6,20.7,87.1,0.9,15.7,27.0,2019,2,3
2019-02-18,Bangalore,22.8,27.0,16.9,64.0,0.7,12.5,24.6,2019,2,3
2019-02-18,Chennai,28.2,32.8,22.5,73.1,0.6,12.2,29.1,2019,2,3
2019-02-18,Kolkata,26.6,35.1,18.5,40.1,1.7,5.2,26.9,2019,2,3
2019-02-19,Mumbai,28.6,32.2,23.1,69.0,0.4,8.7,27.7,2019,2,3
2019-02-19,Delhi,27.7,35.0,20.7,66.2,0.6,11.4,25.7,2019,2,3
2019-02-19,Bangalore,23.0,28.8,17.2,49.4,0.8,14.8,24.4,2019,2,3
2019-02-19,Chennai,27.5,31.4,22.1,42.0,0.6,9.2,28.5,2019,2,3
2019-02-19,Kolkata,26.9,33.7,18.4,86.6,1.5,5.4,28.3,2019,2,3
2019-02-20,Mumbai,28.5,31.2,25.4,75.2,1.4,11.5,28.9,2019,2,3
2019-02-20,Delhi,28.2,36.9,20.5,76.6,1.3,16.9,28.6,2019,2,3
2019-02-20,Bangalore,23.5,28.1,19.6,66.0,0.2,11.1,23.0,2019,2,3
2019-02-20,Chennai,28.3,31.4,24.7,77.8,1.3,13.4,29.1,2019,2,3
2019-02-20,Kolkata,29.3,35.9,21.2,79.1,0.1,16.4,30.7,2019,2,3
2019-02-21,Mumbai,28.2,31.3,25.6,58.3,0.5,11.4,29.0,2019,2,3
2019-02-21,Delhi,27.4,35.7,19.5,52.3,0.8,16.5,28.0,2019,2,3
2019-02-21,Bangalore,25.4,29.8,19.8,45.8,1.8,11.0,26.4,2019,2,3
2019-02-21,Chennai,29.6,34.9,24.6,60.1,1.8,13.4,28.8,2019,2,3
2019-02-21,Kolkata,26.3,33.6,18.2,44.8,0.1,12.0,26.0,2019,2,3
2019-02-22,Mumbai,26.7,30.8,23.5,62.6,0.9,7.5,27.8,2019,2,3
2019-02-22,Delhi,27.0,36.5,18.6,53.4,0.6,9.8,27.9,2019,2,3
2019-02-22,Bangalore,21.6,27.6,16.4,59.5,1.4,7.7,19.9,2019,2,3
2019-02-22,Chennai,29.1,32.5,25.4,65.0,1.2,7.7,28.7,2019,2,3
2019-02-22,Kolkata,26.0,33.2,20.0,76.6,0.1,18.2,25.7,2019,2,3
2019-02-23,Mumbai,27.8,30.8,25.1,52.9,1.5,5.5,27.5,2019,2,3
2019-02-23,Delhi,26.9,33.2,20.4,66.9,0.6,13.6,27.8,2019,2,3
2019-02-23,Bangalore,21.9,26.2,18.8,64.8,1.5,6.3,21.1,2019,2,3
2019-02-23,Chennai,29.3,33.8,25.3,56.6,1.7,8.0,30.3,2019,2,3
2019-02-23,Kolkata,27.6,33.3,22.0,49.8,1.8,12.9,28.7,2019,2,3
2019-02-24,Mumbai,28.2,33.8,24.0,44.4,1.9,13.0,28.9,2019,2,3
2019-02-24,Delhi,25.8,33.3,18.2,82.8,0.8,8.1,26.1,2019,2,3
2019-02-24,Bangalore,23.5,29.2,19.4,79.6,0.9,7.8,23.4,2019,2,3
2019-02-24,Chennai,27.5,31.1,22.0,40.1,0.5,11.9,27.9,2019,2,3
2019-02-24,Kolkata,27.4,35.4,19.9,40.1,1.5,18.4,27.9,2019,2,3
2019-02-25,Mumbai,27.4,33.6,23.1,58.0,0.2,10.7,27.2,2019,2,3
2019-02-25,Delhi,27.6,35.4,21.7,56.6,1.6,16.1,27.6,2019,2,3
2019-02-25,Bangalore,23.0,27.9,17.7,52.7,1.4,18.0,21.1,2019,2,3
2019-02-25,Chennai,29.2,31.8,25.0,73.6,1.4,16.3,30.5,2019,2,3
2019-02-25,Kolkata,27.1,33.0,21.3,48.7,0.9,8.3,27.2,2019,2,3
2019-02-26,Mumbai,27.5,31.4,25.1,79.4,0.5,9.3,28.1,2019,2,3
2019-02-26,Delhi,26.7,33.7,20.4,85.6,1.9,10.2,24.8,2019,2,3
2019-02-26,Bangalore,22.0,26.7,18.9,50.8,0.6,11.9,22.2,2019,2,3
2019-02-26,Chennai,29.2,33.1,23.3,67.7,0.7,19.1,27.3,2019,2,3
2019-02-26,Kolkata,26.4,34.3,20.2,59.8,0.6,11.4,28.1,2019,2,3
2019-02-27,Mumbai,27.9,30.2,26.1,76.6,1.3,5.2,28.2,2019,2,3
2019-02-27,Delhi,26.3,33.7,20.5,73.8,0.9,12.7,25.6,2019,2,3
2019-02-27,Bangalore,22.9,27.9,17.8,78.9,1.3,12.4,22.4,2019,2,3
2019-02-27,Chennai,27.6,33.8,23.1,49.0,1.9,6.3,28.0,2019,2,3
2019-02-27,Kolkata,27.2,35.2,19.1,77.6,1.4,14.4,25.9,2019,2,3
2019-02-28,Mumbai,26.4,30.9,23.4,51.0,0.1,11.6,28.2,2019,2,3
